Gene Name,Gene Symbol,Chromosome,Entrez GeneId,NCBI Accession Number,MGI Marker AccessionId,SwissProt Accession Number,GENSAT Number
"similar to Nuclear transport factor 2 (NTF-2)","LOC433253","19","433253","XM_484814","","",""
"LOC433254","LOC433254","19","433254","XM_484815","","",""
"similar to attractin-like 1; attractin-like","LOC433258","19","433258","XM_484817","","",""
"LOC433280","LOC433280","1","433280","XM_488887","","",""
"hypothetical gene supported by AK050085","LOC433281","1","433281","XM_488888","","",""
"LOC433288","LOC433288","1","433288","XM_488890","","",""
"similar to hypothetical protein","LOC433295","1","433295","XM_484857","","",""
"hypothetical gene supported by AK053027","LOC433310","1","433310","XM_488897","","",""
"LOC433311","LOC433311","1","433311","XM_488898","","",""
"hypothetical gene supported by AK081719","LOC433315","1","433315","XM_484876","","",""
"hypothetical gene supported by AK077742","LOC433316","1","433316","XM_488899","","",""
"LOC433322","LOC433322","1","433322","XM_488901","","",""
"hypothetical gene supported by AK039913","LOC433332","1","433332","NM_001007586","","",""
"LOC433335","LOC433335","1","433335","XM_488904","","",""
"LOC433344","LOC433344","1","433344","XM_488908","","",""
"LOC433345","LOC433345","1","433345","XM_488909","","",""
"hypothetical gene supported by AK087224","LOC433347","1","433347","XM_488910","","",""
"similar to Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing beta polypeptide (Phosphoinositide 3-Kinase-C2-beta) (PtdIns-3-kinase C2 beta) (PI3K-C2beta) (C2-PI3K)","LOC433348","1","433348","XM_484909","","",""
"LOC433349","LOC433349","1","433349","XM_488911","","",""
"hypothetical gene supported by AK081809","LOC433351","1","433351","XM_488912","","",""
"similar to KIAA1078 protein","LOC433353","1","433353","XM_484913","","",""
"hypothetical gene supported by AK040222","LOC433354","1","433354","XM_488913","","",""
"similar to epididymal protein e9-1","LOC433365","1","433365","NM_001008426","","",""
"LOC433367","LOC433367","1","433367","XM_488918","","",""
"LOC433369","LOC433369","1","433369","XM_488919","","",""
"hypothetical gene supported by AK042927","LOC433374","1","433374","XM_488924","","",""
"similar to hypothetical protein FLJ32978","LOC433379","1","433379","XM_484939","","",""
"hypothetical gene supported by AK040286","LOC433384","1","433384","NM_001007587","","",""
"similar to usherin isoform B","LOC433388","1","433388","XM_355265","","",""
"hypothetical gene supported by AK085057","LOC433390","1","433390","XM_488928","","",""
"hypothetical gene supported by AK049853","LOC433394","1","433394","XM_488931","","",""
"similar to Nebulette (Actin-binding Z-disk protein)","LOC433402","2","433402","XM_484971","","",""
"hypothetical gene supported by AK044329","LOC433403","2","433403","XM_488934","","",""
"LOC433404","LOC433404","2","433404","XM_488935","","",""
"LOC433405","LOC433405","2","433405","XM_488936","","",""
"LOC433408","LOC433408","2","433408","XM_488937","","",""
"similar to hypothetical protein","LOC433411","2","433411","XM_484978","","",""
"similar to open reading frame 31","LOC433415","2","433415","XM_484985","","",""
"LOC433417","LOC433417","2","433417","XM_488940","","",""
"LOC433420","LOC433420","2","433420","XM_488943","","",""
"hypothetical gene supported by AK028256","LOC433426","2","433426","XM_488944","","",""
"similar to rbm3","LOC433432","2","433432","XM_485004","","",""
"LOC433434","LOC433434","2","433434","XM_488946","","",""
"similar to titin isoform N2-A; connectin; CMH9, included; cardiomyopathy, dilated 1G (autosomal dominant)","LOC433436","2","433436","XM_130312","","",""
"hypothetical gene supported by AK036400","LOC433455","2","433455","XM_488949","","",""
"similar to G2","LOC433459","2","433459","XM_485042","","",""
"similar to hypothetical protein FLJ35867","LOC433467","2","433467","XM_485056","","",""
"similar to KIAA0912 protein","LOC433473","2","433473","XM_485061","","",""
"hypothetical gene supported by BC026863; BC041676","LOC433474","2","433474","XM_485062","","",""
"similar to CG5965-PA","LOC433479","2","433479","XM_485071","","",""
"LOC433481","LOC433481","2","433481","XM_488959","","",""
"hypothetical gene supported by BC028556","LOC433482","2","433482","XM_488960","","",""
"similar to chromosome 20 open reading frame 39","LOC433485","2","433485","XM_485077","","",""
"similar to beta defensin 123 precursor; beta defensin 23","LOC433490","2","433490","XM_485084","","",""
"LOC433491","LOC433491","2","433491","XM_485086","","",""
"similar to KIAA1512 protein","LOC433493","2","433493","XM_485089","","",""
"hypothetical gene supported by AK051611","LOC433494","2","433494","XM_488961","","",""
"LOC433495","LOC433495","2","433495","XM_488962","","",""
"similar to RIKEN cDNA 9430008C03 gene","LOC433498","2","433498","XM_358566","","",""
"similar to Protein KIAA1219 homolog","LOC433499","2","433499","XM_485093","","",""
"similar to RIKEN cDNA 5330426L24","LOC433501","2","433501","NM_001004175","","",""
"hypothetical gene supported by AK076684","LOC433503","2","433503","XM_488967","","",""
"similar to 2210418O10Rik protein","LOC433525","2","433525","XM_485117","","",""
"similar to Peroxisomal proliferator-activated receptor A interacting complex 285 kDa protein (PPAR-alpha interacting complex protein 285)","LOC433540","2","433540","XM_485133","","",""
"hypothetical gene supported by AK028444","LOC433542","2","433542","XM_485148","","",""
"similar to myelin P2 protein - mouse","LOC433555","3","433555","XM_485204","","",""
"hypothetical gene supported by AK082142","LOC433561","3","433561","XM_488987","","",""
"LOC433567","LOC433567","3","433567","XM_488990","","",""
"hypothetical gene supported by AK034351","LOC433569","3","433569","XM_488991","","",""
"hypothetical gene supported by AK040598","LOC433583","3","433583","XM_488995","","",""
"LOC433584","LOC433584","3","433584","XM_488996","","",""
"similar to LRRGT00091","LOC433588","3","433588","XM_485235","","",""
"similar to hypothetical gene supported by AK039231; AK039519; AK039710; AK045832","LOC433601","3","433601","XM_485249","","",""
"similar to Nonhistone chromosomal protein HMG-14 (High-mobility group nucleosome binding domain 1)","LOC433602","3","433602","XM_485250","","",""
"similar to Ac1873","LOC433610","3","433610","XM_485259","","",""
"hypothetical gene supported by AK082282","LOC433611","3","433611","XM_489007","","",""
"hypothetical gene supported by AK036878","LOC433620","3","433620","XM_485269","","",""
"similar to hypothetical protein BC017397","LOC433627","3","433627","XM_485280","","",""
"LOC433632","LOC433632","3","433632","XM_489016","","",""
"hypothetical gene supported by AK044520","LOC433634","3","433634","XM_485289","","",""
"LOC433635","LOC433635","3","433635","XM_489017","","",""
"LOC433637","LOC433637","3","433637","XM_489019","","",""
"hypothetical gene supported by AK080971","LOC433640","3","433640","XM_489020","","",""
"similar to lymphocyte alpha-kinase","LOC433649","3","433649","XM_485309","","",""
"LOC433656","LOC433656","3","433656","XM_489026","","",""
"hypothetical gene supported by AK035802","LOC433658","3","433658","XM_489027","","",""
"hypothetical gene supported by AK040843","LOC433662","3","433662","XM_489030","","",""
"LOC433666","LOC433666","3","433666","XM_485321","","",""
"similar to RIKEN cDNA A730019I05 gene","LOC433682","4","433682","XM_489033","","",""
"LOC433683","LOC433683","4","433683","XM_489034","","",""
"LOC433695","LOC433695","4","433695","XM_489040","","",""
"LOC433696","LOC433696","4","433696","XM_489041","","",""
"hypothetical gene supported by AK048701","LOC433697","4","433697","XM_489042","","",""
"similar to hypothetical protein 4931430D02","LOC433698","4","433698","XM_485371","","",""
"similar to PSP94-like protein","LOC433699","4","433699","XM_485372","","",""
"similar to calicin","LOC433701","4","433701","XM_485375","","",""
"similar to ribosomal protein","LOC433706","4","433706","XM_485381","","",""
"hypothetical gene supported by AY512912","LOC433707","4","433707","XM_489046","","",""
"hypothetical gene supported by AK078800","LOC433711","4","433711","XM_485385","","",""
"similar to protein tyrosine phosphatase, receptor type, D","LOC433727","4","433727","XM_489051","","",""
"gene model 427, (NCBI)","LOC433731","4","433731","XM_143811","","",""
"similar to LRRGT00082","LOC433740","4","433740","XM_485420","","",""
"hypothetical gene supported by AK038383","LOC433746","4","433746","XM_485431","","",""
"similar to vesicle-associated calmodulin-binding protein","LOC433751","4","433751","XM_485437","","",""
"similar to MGC15882 protein","LOC433757","4","433757","XM_485444","","",""
"similar to CUB and Sushi multiple domains 2","LOC433758","4","433758","XM_485445","","",""
"hypothetical gene supported by AY512921","LOC433761","4","433761","XM_489061","","",""
"similar to Retrovirus-related POL polyprotein (Endonuclease)","LOC433762","4","433762","NM_001012326","","",""
"similar to Uromodulin precursor (Tamm-Horsfall urinary glycoprotein) (THP)","LOC433764","4","433764","XM_485454","","",""
"similar to restin; cytoplasmic linker protein 50; Reed-Steinberg cell-espressed intermediate filament-associated protein","LOC433773","4","433773","XM_485466","","",""
"hypothetical gene supported by AK018156","LOC433775","4","433775","XM_485468","","",""
"similar to vacuolar protein sorting 13D","LOC433781","4","433781","XM_485476","","",""
"LOC433807","LOC433807","4","433807","XM_489066","","",""
"hypothetical gene supported by BC056495","LOC433811","4","433811","XM_485507","","",""
"LOC433812","LOC433812","4","433812","XM_489068","","",""
"similar to hypothetical protein FLJ36119","LOC433814","4","433814","XM_485509","","",""
"similar to U4/U6 small nuclear ribonucleoprotein Prp4 (U4/U6 snRNP 60 kDa protein) (WD splicing factor Prp4) (hPrp4)","LOC433816","4","433816","XM_485514","","",""
"similar to tRNA selenocysteine associated protein","LOC433823","4","433823","XM_355561","","",""
"similar to Piwi/Argonaute family protain meIF2C1","LOC433829","4","433829","XM_485538","","",""
"LOC433841","LOC433841","5","433841","XM_489076","","",""
"similar to Anapc5 protein","LOC433844","5","433844","XM_485560","","",""
"similar to Myeloid/lymphoid or mixed-lineage leukemia protein 3 homolog (Histone-lysine N-methyltransferase, H3 lysine-4 specific MLL3) (Homologous to ALR protein)","LOC433859","5","433859","XM_485576","","",""
"similar to peptidylprolyl isomerase D","LOC433862","5","433862","XM_485584","","",""
"LOC433868","LOC433868","5","433868","XM_489082","","",""
"LOC433871","LOC433871","5","433871","XM_489083","","",""
"hypothetical gene supported by AK040173","LOC433873","5","433873","NM_001004179","","",""
"similar to Ormdl2 protein","LOC433874","5","433874","XM_485592","","",""
"hypothetical gene supported by AK053452","LOC433875","5","433875","XM_485593","","",""
"LOC433878","LOC433878","5","433878","XM_489085","","",""
"hypothetical gene supported by AK030193","LOC433879","5","433879","XM_489086","","",""
"hypothetical gene supported by AK035725; AK051021; AK087794; BC064678","LOC433882","5","433882","XM_485598","","",""
"similar to hypothetical protein FLJ90013","LOC433884","5","433884","XM_485601","","",""
"hypothetical gene supported by AK049058; BC025881","LOC433886","5","433886","XM_485606","","",""
"similar to KIAA0648 protein","LOC433895","5","433895","XM_485616","","",""
"similar to androgen-induced prostate proliferative shutoff associated protein AS3","LOC433896","5","433896","XM_485617","","",""
"LOC433898","LOC433898","5","433898","XM_489091","","",""
"hypothetical gene supported by AK045300","LOC433906","5","433906","XM_485632","","",""
"similar to developmentally regulated repeat element-containing transcript 1","LOC433928","5","433928","XM_489099","","",""
"hypothetical gene supported by AK031827","LOC433932","5","433932","XM_489100","","",""
"hypothetical gene supported by AK083542","LOC433944","5","433944","XM_489106","","",""
"hypothetical gene supported by AK087181","LOC433945","5","433945","XM_489107","","",""
"similar to FLJ34154 protein","LOC433946","5","433946","XM_485678","","",""
"LOC433947","LOC433947","5","433947","XM_489108","","",""
"LOC433948","LOC433948","5","433948","XM_489109","","",""
"hypothetical gene supported by AK042298","LOC433951","5","433951","XM_489110","","",""
"similar to transformation/transcription domain-associated protein","LOC433959","5","433959","XM_485694","","",""
"similar to PABP1-dependent poly A-specific ribonuclease subunit PAN3; PABP-dependent poly(A) nuclease 3","LOC433962","5","433962","XM_485700","","",""
"similar to PABP1-dependent poly A-specific ribonuclease subunit PAN3; PABP-dependent poly(A) nuclease 3","LOC433963","5","433963","XM_485701","","",""
"hypothetical gene supported by AK007907","LOC433965","5","433965","XM_489116","","",""
"hypothetical gene supported by AK031407","LOC433969","5","433969","XM_489119","","",""
"hypothetical gene supported by AK077204","LOC433975","5","433975","XM_489121","","",""
"LOC433987","LOC433987","6","433987","XM_489123","","",""
"LOC433997","LOC433997","6","433997","XM_489128","","",""
"hypothetical gene supported by AK018238; AK046289","LOC434002","6","434002","XM_489130","","",""
"hypothetical gene supported by AK085570","LOC434003","6","434003","XM_489131","","",""
"LOC434005","LOC434005","6","434005","XM_489133","","",""
"similar to KIAA1549 protein","LOC434006","6","434006","XM_485744","","",""
"similar to T-cell receptor beta-chain V12-D1.1-J1.1-C0-C1 region","LOC434010","6","434010","TC1550597","","",""
"similar to CG14142-PA","LOC434015","6","434015","XM_485758","","",""
"LOC434053","LOC434053","6","434053","XM_489141","","",""
"similar to AP2 associated kinase 1; adaptor-associated kinase 1","LOC434058","6","434058","XM_485800","","",""
"LOC434061","LOC434061","6","434061","XM_485802","","",""
"hypothetical gene supported by AK048951","LOC434064","6","434064","XM_485805","","",""
"hypothetical gene supported by AK079127","LOC434069","6","434069","XM_489146","","",""
"similar to Nucleoporin 50 kDa (Nuclear pore-associated protein 60 kDa-like) (PRO1146)","LOC434070","6","434070","XM_485809","","",""
